,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
246,Wildcraft 45 Ltrs Black Rucksack (8903338073840),4.3 out of 5 stars,1738,"1,024",https://www.amazon.in/Wildcraft-Ltrs-Black-Rucksack-8903338073840/dp/B01G5I8VDS,"Ease off your shoulders with the AmazonBasics- Casual Backpack that helps carry laptops and other essentials comfortably    1 large compartment for keeping a laptop    The compartment can also be used for carrying personal belongings, other digital devices, books, notepads, etc.    Easily accessible front pocket for storing smaller items like phones, business cards, etc.    Made from water-resistant polyester fabric    Comfortable cushioned shoulder straps    Padded compartment at the back to support laptop    Dimensions and Weight, 45 cm (L) X 32 cm (B) X 13 cm (H); 0.460 grams",Appario Retail Private Ltd,B07CJCGM1M
247,"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",4.1 out of 5 stars,1738,51,https://www.amazon.in/Wildcraft-Ltrs-Black-Rucksack-8903338073840/dp/B01G5I8VDS,"100% Polyester, High Quality, Durable and Water Resistant Fabric    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Special Features, Lightweight; Closure Type, Zipper; Age Range Description, Adult",RetailEZ Pvt Ltd,B07CJCGM1M
248,AmazonBasics 20 ltrs (33 Cms)Casual Backpack for 15.6-inch Laptop(CLB-1_black),4.2 out of 5 stars,399,384,https://www.amazon.in/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ,"Ease off your shoulders with the AmazonBasics- Casual Backpack that helps carry laptops and other essentials comfortably    1 large compartment for keeping a laptop    The compartment can also be used for carrying personal belongings, other digital devices, books, notepads, etc.    Easily accessible front pocket for storing smaller items like phones, business cards, etc.    Made from water-resistant polyester fabric    Comfortable cushioned shoulder straps    Padded compartment at the back to support laptop    Dimensions and Weight, 45 cm (L) X 32 cm (B) X 13 cm (H); 0.460 grams",Appario Retail Private Ltd,B07CJCGM1M
249,Wildcraft 45 Ltrs Blue Rucksack (8903338073871),4.3 out of 5 stars,539,"2,099",https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB,"SPACIOUS & LIGHTWEIGHT, Gizga Essentials Travel Toiletry Kit Bag can organize all your Travel Sized Toiletries like Toothbrushes, Toothpaste, Deodorants, Shampoos, Makeup & Cosmetics, Shaving Accessories. (Dim, 16 X 16 X 26CM | Weight, 194gm )    MULTI-POCKETS & HANGING HOOK, It has one Main Compartment, Three Mesh Pockets, and Two Outside Pockets allowing you to easily store all your Travel-Sized Toiletries. The attached Hook allows you to Hang the Bag on the Back of a Door or Towel Rail.    MANY APPLICATIONS, Our bag can be used as a Toiletry Bag, Travel Organizer Bag, Makeup & Cosmetic Bag, Healthcare Bag, or Gym Bag and is a perfect choice to take on any Business Trip, Outdoor Activity, or Vacation.    EASY TO CLEAN, Made of Sturdy, Durable, Water Resistance Fabric Material, No need to worry about getting Ripped and Worn easily. It has a Double Internal Lining which is Water Proof makes cleaning very easy. Premium Zippers & Pullers allow easy access to the inside.    PERFECT FOR TRAVEL, Durable handle allows to carry in hand conveniently. Easy to slide into your backpack or briefcase or carry it on its own, convenient for travel or business trip. Ideal toiletry Kit for Men & Women to hold your valuable Gadget Accessories.",Appario Retail Private Ltd,B07CJCGM1M
250,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),4.0 out of 5 stars,699,"1,310",https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ,"Outer material, nylon, color, blue    Water resistance, water resistant; dimensions, 34 cms x 23 cms x 45 cms (lxwxh)    Color, blue",Stonehenge Retail,B07CJCGM1M
251,AmazonBasics 20 ltrs (33 Cms)Casual Backpack for 15.6-inch Laptop(CLB-1_black),4.2 out of 5 stars,539,384,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB,"Water Proof Fabric - Our Yoga Mat Cover is designed with Polyester waterproof fabric, which would helpful for mat protection from water, rain and also increases the mat and yoga bag life.    Yoga Mat Bag is full length with top closure and with stylish log on the front with carrying strap which gives gives a stylish and elegant look to the bag.    Adjustable Strap - Yoga Bag comes with the adjustable long and broad shoulder strap which is helpful while travelling and carrying mat to yoga centres or parks.    Comfortable Size - The yoga mats of sizes from 4mm to 10mm would easily fit to the yoga bag and yoga bag is 28.5 inches long and 8 inches wide .    Care Instructions - Do not bleach only Hand or machine wash in cold water & air dry.",arpan enterprise and Delivered by Amazon.,B07CJCGM1M
252,"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",4.1 out of 5 stars,399,51,https://www.amazon.in/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ,"Package Contents, 1 Piece Embroidery Lady Hand Bag    Material, Cotton    Product Dimension, 26cm x 8cm x 20cm    EASY EVERYDAY USE, Wear it to a summer work party or a regular office day, this perfect satchel is designed for all-day comfort. The cute cross body bag has a long chain strap. It can also hold all your personal belongings like mobile phones, wallets, credit cards, or even cardholders with absolute ease. Unlike those large handbags, you can well organise your items in this small and practical sling bag    Twin grab handles, This ladies bag comes with two grab handles to ensure your ease of carrying it. These handles are robustly built and you can rest easy that they will not tear or get damaged in the course of daily usage",ETrade Online,B07CJCGM1M
253,Wildcraft 45 Ltrs Blue Rucksack (8903338073871),4.3 out of 5 stars,1599,"2,099",https://www.amazon.in/Wildcraft-Ltrs-Blue-Rucksack-8903338073871/dp/B01G5I8YAI,"Care Instructions, Hand Wash Only    This having two small front zippered pockets suitable for keys/napkins etc.    This backpack is made of polyester fabric and is treated to make it water-resistant.    One back pocket for passport/mobile.    This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings.    This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability.",RetailEZ Pvt Ltd,B07CJCGM1M
254,Prarabdh Yoga Mat Bag from Women & Men and Shoulder Strap Water Proof Yoga Mat Cover (Blue Color),3.6 out of 5 stars,195,32,https://www.amazon.in/Prarabdh-Pocket-Shoulder-Strap-Water/dp/B09FZ2N1VQ,"Dedicated laptop compartment with multi-fit cradle fits up to 15.6”    Advanced air mesh back panel for support and comfort    Adjustable and ergonomic padded shoulder straps    Easy access front zippered pocket    Side mesh pockets for water bottle and small accessories    Integrated pass-through trolley strap system for convenient travel    Lightweight, weather-resistant materials    2yrs warranty",Appario Retail Private Ltd,B07CJCGM1M
255,"Kuber Industries Embroidery Small Hand Bag, Tote Bag, Purse For Daily Trips, Travel, Office & All Occasions For Women & Girls (Gold)-HS_38_KUBMART21477",3.7 out of 5 stars,126,49,https://www.amazon.in/Kuber-Industries-Embroidery-Occasions-HS_38_KUBMART21477/dp/B095C9DPDM,Combination of functional & safety features in stylish design. 3 Spacious Main Compartment 1 Front Zip Pocket Printed Design 10 mm Padded Buildt to last Strap Fabric Bottle Holder on the side.,RetailEZ Pvt Ltd,B07CJCGM1M
256,F Gear Miles Guc Grey Sports Waist Bag (3683),4.2 out of 5 stars,419,91,https://www.amazon.in/F-Gear-Miles-Guc-Grey-Waist-Bag/dp/B08NYHTPJ6,"Outer Material, Nylon, Color, Orange. With Rain Cover , No    Water resistance dimensions, 56.8cms x 33.6 cms x 5.4 cms (LxWxH)    Top loading pack with draw string opening for easy and quick access    Strengthened haul loop to take on heavier loads; Volume Capacity - 45 Liters    Style Name, Rucksack Backpacks; Special Features, Back Padding; Closure Type, Drawstring; Age Range Description, Adult; Pocket Description, Utility Pocket",CLOUD STATION,B07CJCGM1M
257,"Targus 12.5-15.6"" Geolite Advanced TSB96201GL Backpack (Slate Grey)",4.5 out of 5 stars,2448,143,https://www.amazon.in/Targus-12-5-15-6-Advanced-TSB96201GL-Backpack/dp/B07JQJTRHY,"Made From 100% Sustainable And Natural Materials.; Zipper Closure. One Small Compartment Inside .    This Eco-Friendly Bag Is Entirely Designed And Made In India Using Finest Quality Materials.    Well Stitched Sturdy Handle To Ensure Comfortable Grip.    This Latest Trendy Bag Is Perfect For Effortless Style For Beach, Vacay, Shopping, Coffee Meet Ups, College Works, Travelling, Etc.    Outer Material Type, Cotton",ASTRID BAGS and Delivered by Amazon.,B07CJCGM1M
258,Skybags Riddle 2 Blue 45 Cms Casual Backpack,4.4 out of 5 stars,1143,58,https://www.amazon.in/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44,"Closure, Zipper    Innovative design, Utility of a messenger bag with convenience of a laptop sleeve    Built with premium nylon material with impact resistant foam cushion and imported soft fur lining with 3D foam cushion around which prevents scratches, premium and exquisite zipper closure, Multipurpose pocket    Convenient, comfortable and elegant, Two front zipper pocket to organize accessories has ample storage for your power bank, phone, charger, tabs, cable, pen, notebook, etc    Comes with adjustable and removable shoulder strap for easy portability and retractable handle at top    A much safer way to carry laptop, The bag is made of soft and materials with reinforced edges and good padding of the main compartment offer well protection for your laptop    Compatible with, Compatible with all the major brands of laptop including Acer, Apple iPad, Tabs, ASUS, HP, DELL, Microsoft Surface, Lenovo, Toshiba, Sony, Fujitsu, Sony Vaio etc",Appario Retail Private Ltd,B07CJCGM1M
259,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large",4.3 out of 5 stars,1749,"8,681",https://www.amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC,"Stylish & structured handbag with a compact shape and premium texture.    This bag has a main spacious compartment with a divider zip pocket to provide you enough space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses etc.    Features dual round handles, it comes with an adjustable and deatchable sling strap.    A perfect handbag from Lavie which will help you carry with style all your essentials for the day.    It comes in a couple of beautiful shades to fit your preferences and selection.",Cocoblu Retail,B07CJCGM1M
260,ASTRID Blue Diamond Textured Cotton Tote Bag,4.1 out of 5 stars,599,74,https://www.amazon.in/ASTRID-Blue-Diamond-Textured-Cotton/dp/B08W5DQ33D,"Concept of Vertical Division, Top compartment for accessories,; Organiser designed especially for camera accessories, Provision for Tripod attachment, Side water bottle pocket, Quick access flat pocket, Modular gear organiser,     HDPE Board and thick foam at base for absorbing shock, Contrast lining for better visibility, Dual Color Buckle, Padded detachable waistbelt,     Side water bottle pocket, Quick access flat pocket, Modular gear organiser     Middle compartment for gear, Provision of quick camera access and Dual Color Buckle, Reflective Tape; Special Features, Back Padding; Age Range Description, Adult     Pattern Name, Solid; Strap Type, Padded Strap; Water Resistance Level, Water Resistant",E.V.A.N,B07CJCGM1M
261,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women",3.9 out of 5 stars,949,657,https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07P42BHHT,"Betula small tote has a top zip closure to keep your essentials in place. The bag has spacious compartment with multi-utility pockets, providing plenty space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc.    The main compartment is divided into 2 with a zippered divider pocket. It also has slip pockets alongside 1 zip pocket inside providing options for multiple storage. One should also not forget the zip pocket outside the bag.    Made from high quality and soft material, this handbag features a well-stitched inner lining for easy accessibility and storage.    Functional and trendy, this handbag from Lavie will carry all your essentials for your day.    It has a clean design making it good for everyday use",Cocoblu Retail,B07CJCGM1M
262,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,4.1 out of 5 stars,2899,"5,471",https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3JBRB6J,"COMPATIBILITY, Our Office Bag is an ideal laptop bag, handbag or a Professional Bag for Women. It can fit a laptop of upto 15.6 inches and is perfect for Macbook, Chromebook, iPad, Tablet, Hp, Lenovo, Dell etc. Dimensions, 16 x 13 x 4 inch",Zouk and Delivered by Amazon.,B07CJCGM1M
263,Wildcraft Shutter Bug Camera Backpack - Black,4.5 out of 5 stars,1300,777,https://www.amazon.in/Wildcraft-Shutter-Bug-Camera-Backpack/dp/B07GVJ5LZB,Colour may vary due to photographic effect,Fristo,B07CJCGM1M
264,Lavie Women's Betula Medium Tote Bag | Ladies Purse Handbag,4.1 out of 5 stars,3775,"18,210",https://www.amazon.in/Lavie-Betula-Womens-Tote-Black/dp/B08HWFWGNX,"Material , Leatherette    13 centimeters height X 20 centimeters length X 2 centimeters width    Lino Perro Black Colored Sling bag    Do not expose to extreme heat",Cocoblu Retail,B07CJCGM1M
265,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - FloMotif,4.4 out of 5 stars,1037,"1,693",https://www.amazon.in/FloMotif-Business-Shoulder-material-resistant/dp/B07NHYLTY7,"Make power dressing a little more fun with the Floral Camera Laptop Bag.    Made from PU & digital print art work in the front, the bag has a compartment for laptop which can accommodate laptop up to 15 inches size, a compartment for laptop accessories and a outer zipper pocket.    The sling allows for greater functionality and the handles make it a breeze to carry around.    LxWxB - 29x40x6 (cms)    Care - Spot clean with a dry/damp cloth.",Chumbak Design,B07CJCGM1M
